DATE,RHUM,MAX,MIN,TEMP,WDSP
2024-04-25,0.549,24.5,13.3,19.4,2.4
2024-04-26,0.523,25.7,15.7,20.3,1.3
2024-04-27,0.44,26.8,13.5,20.6,1.9
2024-04-28,0.56,23.9,14.7,19.1,1.9
2024-04-29,0.371,26.2,16.6,20.9,2.1
2024-04-30,0.444,25.9,14.4,19.9,2.1
2024-05-01,0.937,15.6,13.5,14.4,1.4
2024-05-02,0.75,22.7,14.5,17.7,1.9
2024-05-03,0.919,17.5,12.5,14.7,1.6
2024-05-04,0.6,21.8,12.2,16.7,3.0
2024-05-05,0.376,21.6,13.7,16.4,4.2
2024-05-06,0.35,22.8,12.1,17.0,2.5
2024-05-07,0.484,22.9,9.7,17.1,2.1
2024-05-08,0.708,21.4,10.7,15.9,2.1
2024-05-09,0.67,16.4,11.5,13.2,2.3
2024-05-10,0.366,26.3,15.8,20.1,3.3
2024-05-11,0.488,23.1,16.0,18.8,2.9
2024-05-12,0.421,26.5,11.9,20.1,1.7
2024-05-13,0.465,27.3,13.2,20.8,1.6
2024-05-14,0.524,27.3,13.4,20.9,1.7
2024-05-15,0.484,26.3,12.9,20.7,1.9
2024-05-16,0.736,20.7,12.3,15.3,2.8
2024-05-17,0.52,23.3,14.5,17.8,3.2
2024-05-18,0.584,26.6,12.0,19.7,1.9
2024-05-19,0.506,27.9,15.4,21.8,1.9
2024-05-20,0.541,28.8,14.8,22.0,1.9
2024-05-21,0.543,29.4,15.8,22.6,1.6
2024-05-22,0.526,30.2,16.5,22.8,1.9
2024-05-23,0.57,29.6,18.3,23.2,1.6
2024-05-24,0.551,30.8,17.7,24.4,1.8
2024-05-25,0.456,31.2,17.6,26.5,2.6
2024-05-26,0.46,24.0,23.5,23.7,3.8
2024-05-27,0.538,29.2,17.4,23.4,1.5
2024-05-28,0.549,28.8,18.2,23.5,1.5
2024-05-29,0.514,28.1,17.1,22.2,1.8
2024-05-30,0.577,26.9,16.7,21.5,1.7
2024-05-31,0.562,29.5,19.7,23.0,1.7
2024-06-01,0.856,19.8,12.6,15.2,2.0
2024-06-02,0.734,22.4,13.2,17.2,1.7
2024-06-03,0.677,23.4,13.9,18.9,1.9
2024-06-04,0.732,21.8,16.4,18.6,1.5
2024-06-05,0.762,23.8,15.4,19.1,1.6
2024-06-06,0.645,27.0,15.8,21.7,1.7
2024-06-07,0.586,27.9,15.2,22.2,1.8
2024-06-08,0.52,29.3,16.3,24.3,1.7
2024-06-09,0.599,29.2,17.2,24.4,2.0
2024-06-10,0.626,26.8,17.8,22.6,1.6
2024-06-11,0.501,28.4,18.1,23.5,2.0
2024-06-12,0.51,25.1,18.3,21.9,2.8
2024-06-13,0.441,28.2,20.6,25.5,4.2
2024-06-14,0.413,32.4,19.0,27.4,1.9
2024-06-15,0.524,31.8,20.0,27.2,1.6
2024-06-16,0.552,33.0,19.6,27.7,1.7
2024-06-17,0.501,35.4,21.3,29.5,1.7
2024-06-18,0.462,36.3,23.6,30.9,1.4
2024-06-19,0.446,37.6,24.1,32.2,1.6
2024-06-20,0.407,38.4,26.3,32.9,1.7
2024-06-21,0.37,37.5,24.5,33.7,2.0
2024-06-22,0.447,36.6,22.8,30.8,1.5
2024-06-23,0.492,33.2,22.4,28.5,1.9
2024-06-24,0.404,32.3,21.5,27.8,2.3
2024-06-25,0.535,28.5,20.6,24.8,2.4
2024-06-26,0.386,28.1,20.2,24.2,4.4
2024-06-27,0.363,29.1,20.0,24.9,2.8
2024-06-28,0.421,28.8,17.4,24.4,2.0
2024-06-29,0.482,28.5,17.0,22.6,2.1
2024-06-30,0.368,28.7,17.2,24.3,2.7
2024-07-01,0.368,37.7,21.1,31.1,1.6
2024-07-02,0.39,38.6,22.6,32.2,1.7
2024-07-03,0.322,39.0,25.0,33.1,1.7
2024-07-04,0.393,37.3,24.5,31.2,2.8
2024-07-05,0.439,34.5,23.2,29.9,2.5
2024-07-06,0.373,36.3,23.2,31.1,1.8
2024-07-07,0.381,35.2,22.9,30.7,2.3
2024-07-08,0.419,34.5,23.6,30.3,2.2
2024-07-09,0.546,33.6,20.9,28.1,2.1
2024-07-10,0.684,26.7,18.7,22.2,2.7
2024-07-11,0.36,30.2,19.1,24.7,3.3
2024-07-12,0.418,30.1,17.8,25.1,2.3
2024-07-13,0.52,29.4,18.5,24.5,1.9
2024-07-14,0.389,30.4,19.2,25.3,3.3
2024-07-15,0.349,31.8,20.6,27.0,2.3
2024-07-16,0.337,29.9,22.0,26.0,3.5
2024-07-17,0.309,32.5,21.8,27.6,2.8
2024-07-18,0.361,32.2,20.4,27.7,2.0
2024-07-19,0.412,33.8,19.6,27.8,1.7
2024-07-20,0.355,35.0,21.8,29.7,2.1
2024-07-21,0.384,35.5,21.4,30.0,1.9
2024-07-22,0.434,36.9,22.2,29.9,2.1
2024-07-23,0.313,35.3,24.8,31.4,3.3
2024-07-24,0.326,36.1,24.0,31.6,3.2
2024-07-25,0.35,35.2,25.3,31.2,2.5
2024-07-26,0.401,35.2,24.1,30.5,2.3
2024-07-27,0.413,35.1,23.1,30.2,2.2
2024-07-28,0.571,30.6,19.4,25.3,1.7
2024-07-29,0.895,25.2,18.8,21.4,1.7
2024-07-30,0.607,32.2,17.8,26.3,1.6
2024-07-31,0.525,34.0,21.1,28.9,1.9
2024-08-01,0.4,27.6,21.2,24.6,5.2
2024-08-02,0.294,34.7,20.7,27.9,1.6
2024-08-03,0.346,35.5,21.0,30.6,1.8
2024-08-04,0.389,32.5,23.2,27.1,2.6
2024-08-05,0.338,27.6,20.6,23.7,4.3
2024-08-06,0.417,29.3,21.2,24.8,3.1
2024-08-07,0.419,32.6,20.7,27.4,1.6
2024-08-08,0.513,31.3,20.3,25.7,2.1
2024-08-09,0.393,35.2,20.2,27.7,1.6
2024-08-10,0.72,29.7,18.4,24.9,2.0
2024-08-11,0.636,28.8,19.5,23.5,1.9
2024-08-12,0.615,29.6,17.1,23.1,1.4
2024-08-13,0.612,31.6,18.5,25.0,1.2
2024-08-14,0.488,35.6,20.7,28.1,1.7
2024-08-15,0.458,37.3,21.5,29.6,0.9
2024-08-16,0.406,37.5,21.6,30.4,1.4
2024-08-17,0.414,38.3,21.4,29.7,1.1
2024-08-18,0.412,37.9,21.1,29.8,0.9
2024-08-19,0.395,37.7,25.0,31.3,1.7
2024-08-20,0.422,35.6,21.6,28.7,1.6
2024-08-21,0.517,33.7,22.2,27.2,1.4
2024-08-22,0.357,37.9,22.6,30.6,1.1
2024-08-23,0.368,42.6,23.9,31.9,0.6
2024-08-24,0.239,44.8,27.4,35.5,1.4
2024-08-25,0.322,42.2,27.2,34.6,1.4
2024-08-26,0.451,36.2,26.0,31.1,2.3
2024-08-27,0.293,37.6,25.7,31.4,2.3
2024-08-28,0.531,31.3,18.9,24.6,1.2
2024-08-29,0.308,37.2,22.7,30.8,1.3
2024-08-30,0.312,37.2,21.3,30.3,1.3
2024-08-31,0.377,36.8,22.7,29.1,1.3
2024-09-01,0.44,34.6,17.8,26.1,1.0
2024-09-02,0.567,34.5,18.6,25.1,0.3
2024-09-03,0.492,30.2,18.5,23.9,1.5
2024-09-04,0.392,32.1,24.6,29.2,5.5
2024-09-05,0.358,32.6,22.8,26.9,4.3
2024-09-06,0.334,31.6,22.7,25.6,3.7
2024-09-07,0.3,29.4,19.0,24.3,2.7
2024-09-08,0.295,29.2,17.1,22.6,2.6
2024-09-09,0.732,27.1,17.7,21.6,1.5
2024-09-10,0.266,26.8,16.8,20.9,5.2
2024-09-11,0.296,27.8,15.3,21.4,1.7
2024-09-12,0.324,28.7,15.0,22.8,2.2
2024-09-13,0.329,29.7,17.1,22.2,2.2
2024-09-14,0.492,23.7,15.1,19.1,2.5
2024-09-15,0.439,25.3,14.1,20.4,2.9
2024-09-16,0.527,32.6,19.9,24.4,1.2
2024-09-17,0.457,29.4,22.0,24.7,4.7
2024-09-18,0.54,25.0,20.8,21.4,1.6
2024-09-19,0.55,29.1,18.5,23.9,1.0
2024-09-20,0.477,32.1,17.3,25.5,1.6
2024-09-21,0.486,32.4,18.1,25.1,1.7
2024-09-22,0.577,29.6,16.6,23.1,1.4
2024-09-23,0.532,27.2,17.2,22.3,1.0
2024-09-24,0.681,27.3,20.0,22.7,3.2
2024-09-25,0.61,25.6,18.1,20.8,3.1
2024-09-26,0.902,18.0,14.2,15.7,1.5
2024-09-27,0.534,24.9,13.1,19.0,2.0
2024-09-28,0.61,24.2,18.2,21.0,1.0
2024-09-29,0.643,23.6,14.4,19.2,2.6
2024-09-30,0.587,25.0,14.2,19.5,0.8
2024-10-01,0.591,24.2,15.9,19.3,2.7
2024-10-02,0.408,21.7,15.0,17.8,3.4
2024-10-03,0.319,19.8,12.4,15.5,3.7
2024-10-04,0.456,19.0,5.6,13.1,1.6
2024-10-05,0.456,21.3,5.5,14.2,1.4
2024-10-06,0.517,22.4,13.3,18.0,1.2
2024-10-07,0.823,17.3,13.7,15.3,1.1
2024-10-08,0.92,18.4,13.0,16.1,1.0
2024-10-09,0.938,20.4,15.7,17.1,1.1
2024-10-10,0.932,20.0,15.2,16.8,1.2
2024-10-11,0.877,23.8,15.7,19.4,1.5
2024-10-12,0.905,25.8,18.2,20.4,1.2
2024-10-13,0.776,29.0,16.6,21.9,1.1
2024-10-14,0.746,26.0,16.6,21.2,1.3
2024-10-15,0.818,24.3,17.4,20.1,1.5
2024-10-16,0.793,17.9,14.9,16.2,1.9
2024-10-17,0.496,19.8,11.2,16.7,3.0
2024-10-18,0.508,22.5,11.7,17.2,1.9
2024-10-19,0.59,22.8,9.2,15.9,1.1
2024-10-20,0.592,23.9,9.5,16.4,1.0
2024-10-21,0.593,23.5,10.1,16.9,1.2
2024-10-22,0.684,25.8,10.8,17.7,1.1
2024-10-23,0.704,27.3,11.6,18.9,2.0
2024-10-24,0.677,26.7,11.9,18.8,1.2
2024-10-25,0.672,25.5,12.1,18.6,1.1
2024-10-26,0.684,25.6,10.9,17.8,1.2
2024-10-27,0.783,23.3,10.8,16.7,1.3
2024-10-28,0.75,24.7,12.2,17.8,1.1
2024-10-29,0.744,24.8,10.3,17.4,1.1
2024-10-30,0.906,18.7,9.7,12.2,1.6
2024-10-31,0.689,25.1,10.7,18.1,1.2
2024-11-01,0.583,22.8,5.9,13.1,0.3
2024-11-02,0.58,21.8,7.2,14.9,0.6
2024-11-03,0.807,20.7,11.7,15.4,1.1
2024-11-04,0.902,16.7,14.0,15.3,1.7
2024-11-05,0.462,14.5,11.3,12.8,5.8
2024-11-06,0.449,13.8,8.4,10.7,4.3
2024-11-07,0.618,14.4,7.4,9.9,0.7
2024-11-08,0.592,14.5,3.6,8.1,3.1
2024-11-09,0.499,16.2,6.0,10.3,2.0
2024-11-10,0.645,12.7,4.4,8.2,1.3
2024-11-11,0.392,16.4,3.9,10.2,1.9
2024-11-12,0.555,17.2,6.9,11.5,0.0
2024-11-13,0.887,12.5,9.9,11.2,0.9
2024-11-14,0.925,18.1,12.1,14.7,0.3
2024-11-15,0.714,19.5,13.4,16.5,1.4
2024-11-16,0.746,21.0,11.8,15.8,0.8
2024-11-17,0.791,22.5,10.1,15.0,0.2
2024-11-18,0.681,23.6,7.8,14.3,0.4
2024-11-19,0.741,19.3,13.6,15.4,2.2
2024-11-20,0.854,19.8,10.4,13.6,0.2
2024-11-21,0.807,18.2,8.5,11.3,0.3
2024-11-22,0.894,14.5,11.4,12.5,1.0
2024-11-23,0.813,18.0,8.2,11.7,0.9
2024-11-24,0.801,16.7,2.2,11.2,0.2
2024-11-25,0.792,15.5,9.4,11.9,0.2
2024-11-26,0.808,17.4,8.8,12.1,0.2
2024-11-27,0.813,17.8,7.9,11.4,0.2
2024-11-28,0.805,18.6,5.0,9.6,0.0
2024-11-29,0.763,18.4,4.8,10.4,0.2
2024-11-30,0.936,12.3,9.7,10.9,0.0
2024-12-01,0.726,16.5,1.6,7.4,0.6
2024-12-02,0.77,16.1,3.5,8.1,1.0
2024-12-03,0.804,14.2,3.5,9.1,1.0
2024-12-04,0.98,12.4,9.4,11.2,1.2
2024-12-05,0.913,16.1,11.5,13.9,2.1
2024-12-06,0.868,15.2,8.0,10.5,2.5
2024-12-07,0.855,14.4,5.9,8.7,1.2
2024-12-08,0.598,12.4,6.1,8.8,2.2
2024-12-09,0.587,11.7,1.3,6.3,1.1
2024-12-10,0.934,8.8,4.1,7.3,1.0
2024-12-11,0.974,13.2,8.3,10.5,0.9
2024-12-12,0.987,13.1,9.9,11.4,1.0
2024-12-13,0.987,12.1,9.5,10.9,1.2
2024-12-14,0.948,13.7,8.0,10.6,1.0
2024-12-15,0.955,13.7,9.3,11.6,1.5
2024-12-16,0.839,13.4,5.9,10.2,1.7
2024-12-17,0.739,15.7,6.4,11.4,2.9
2024-12-18,0.701,11.9,3.9,7.2,1.2
2024-12-19,0.907,7.4,5.2,6.1,1.7
2024-12-20,0.863,8.8,2.6,5.4,1.4
2024-12-21,0.594,8.7,2.0,5.4,2.3
2024-12-22,0.396,8.1,5.6,6.6,6.5
2024-12-23,0.384,9.2,4.7,6.6,4.8
2024-12-24,0.53,10.0,-1.6,3.6,1.1
2024-12-25,0.447,10.3,3.5,9.0,5.4
2024-12-26,0.444,12.1,4.6,9.0,4.1
2024-12-27,0.656,11.2,-0.5,4.5,0.9
2024-12-28,0.668,12.0,-1.8,3.7,0.8
2024-12-29,0.708,10.7,-1.6,3.2,0.8
2024-12-30,0.79,6.3,-1.1,3.2,0.9
2024-12-31,0.443,10.0,4.4,7.4,4.7
